account_id,customer_id,account_type,account_status,open_date,current_balance,currency,credit_limit
730aa125-437f-4f59-bb7c-3e3aaa188802,209d4a14-a54b-4788-98e5-0e314dce270e,checking,closed,2021-11-21,83510.73,USD,0.0
4d08b103-dc22-46d0-bf6b-e25af9ca710a,209d4a14-a54b-4788-98e5-0e314dce270e,savings,active,2019-05-01,62525.79,USD,0.0
84fc622a-4c2e-42f7-ba6b-8666ccbd6232,209d4a14-a54b-4788-98e5-0e314dce270e,checking,dormant,2019-06-21,79557.83,USD,0.0
d60fd904-9f12-4982-ae72-10fd4fd16455,097a3e27-9dc6-407a-abaf-aa9be8a29bad,checking,active,2023-07-10,17753.6,JPY,0.0
63e4c0c9-6a74-45a1-9f58-aad88a95d523,097a3e27-9dc6-407a-abaf-aa9be8a29bad,credit card,closed,2024-03-08,8786.32,JPY,18052.26
f8e412de-07cb-41f9-a04d-a4ec1268bdb3,097a3e27-9dc6-407a-abaf-aa9be8a29bad,savings,closed,2023-05-27,31828.51,JPY,0.0
bce27157-a095-4a1e-8132-9eb9ad7a4bf9,7fd62cca-47f7-4891-bbe1-278f3f67271f,checking,closed,2017-04-02,36701.51,GBP,0.0
fb3ddfc0-84ad-45e6-89e8-2642e2a595ef,7fd62cca-47f7-4891-bbe1-278f3f67271f,loan,closed,2017-08-23,45039.99,GBP,0.0
ac5d4816-7764-45c8-9ac0-5e039f37b6fb,723d2250-b2a3-4cd3-99bd-82e7f8d42acb,credit card,dormant,2023-12-15,37331.52,USD,11827.36
7031dc80-67f4-43cd-86f9-428a273e18c1,723d2250-b2a3-4cd3-99bd-82e7f8d42acb,checking,closed,2024-01-09,16329.96,USD,0.0
60596fb7-6328-4a22-addc-f5b13294d821,723d2250-b2a3-4cd3-99bd-82e7f8d42acb,checking,active,2021-05-11,6165.97,USD,0.0
a3525dda-3aa7-4e52-bcab-567b40503561,99ff091d-10f5-426d-afea-ae27d98c9fc9,credit card,closed,2023-09-08,32931.06,JPY,36939.21
666afd6c-824c-4204-addd-cd3de241ba62,471e765c-e3c8-4eaf-b4e0-2675741beda3,savings,active,2020-09-02,70140.32,INR,0.0
4702e15c-b580-48f4-a021-1ae45acdd88e,a8e9f868-e10b-456d-8c99-1b7d3817ecfb,checking,active,2020-05-04,60293.93,JPY,0.0
f6c689bf-c72e-410e-aad6-b6d0e84f5b04,a8e9f868-e10b-456d-8c99-1b7d3817ecfb,savings,active,2017-02-09,61946.27,JPY,0.0
3b22c9c7-1c4c-4f6c-a8bf-9dd2a9ea21ad,bdcd1d93-3d5d-421a-bd83-831088f12d4b,credit card,dormant,2024-07-19,46208.61,EUR,48537.35
5c24eb4a-ff06-409c-a5c8-45c8d4d1a598,bdcd1d93-3d5d-421a-bd83-831088f12d4b,loan,closed,2024-01-31,72067.26,EUR,0.0
0c886e81-cf12-410e-a60b-3bf57c72cc67,cea0888b-a800-46c6-86d7-a2c9f5124b1e,credit card,dormant,2023-12-15,67673.53,GBP,37219.95
15d023d6-e655-4f4a-b91b-956632fc31c9,a1b3744b-9604-4512-94e8-e03f9b285065,loan,dormant,2023-10-04,51060.03,USD,0.0
9976c4cf-e84d-4945-b96d-1aeb4c0211d8,cb7dc6da-9f03-4e81-a7b7-8d9b0be1ffc9,loan,active,2022-02-10,15858.11,INR,0.0
91da3481-1d02-45b0-aba6-49c1aad9229b,cb7dc6da-9f03-4e81-a7b7-8d9b0be1ffc9,savings,dormant,2022-09-28,48663.67,INR,0.0
703baecb-b02c-488d-ba74-e19c9521d739,cb7dc6da-9f03-4e81-a7b7-8d9b0be1ffc9,credit card,dormant,2021-11-20,79891.1,INR,36308.15
92837e88-5468-4c62-829d-4818944d7031,e12da618-0cba-462f-86a6-972610501c6b,savings,closed,2023-01-22,86861.95,GBP,0.0
89c41fdf-ff9e-4b4c-9e90-8ecb8804ec03,ffd00e47-0343-4c6a-9190-cfb11e3b25de,credit card,dormant,2017-05-26,89237.74,JPY,47076.11
20dd94cd-ca03-4ef8-9f6a-6a492dbadec9,a1dd238a-e8f9-4e53-94d0-03a4003e1683,savings,active,2018-06-23,15284.37,EUR,0.0
01b3a239-3b5d-4bcb-92ed-c724b5efc695,a1dd238a-e8f9-4e53-94d0-03a4003e1683,checking,closed,2024-04-13,60265.58,EUR,0.0
6e6af94b-6eb9-4f96-8989-91b02858d1ba,43666a20-e918-4042-a18f-14abff855f85,credit card,closed,2024-05-02,56019.47,JPY,26282.1
c55b9478-d940-4509-84db-161d9c3e3a7f,ec4cedc1-7220-433b-b8f3-e1318432333b,loan,closed,2020-03-05,56311.18,USD,0.0
ba53fece-f408-4512-bd6d-8876a31fe49a,b119a6c9-430e-4052-98b4-cd127e6389c0,loan,closed,2023-09-21,7743.77,EUR,0.0
9cde0495-d966-4d7d-97d4-b7888a213013,b119a6c9-430e-4052-98b4-cd127e6389c0,credit card,active,2022-02-02,53344.19,EUR,34896.63
4fec9c9f-805d-4dce-8e51-119c44ef1ecc,b119a6c9-430e-4052-98b4-cd127e6389c0,checking,closed,2024-01-02,93194.82,EUR,0.0
4c09180c-a620-4163-b392-473ae2b8b5c3,80efee8e-8bc1-4d05-9be5-28c54e63995d,checking,closed,2023-11-07,94836.95,JPY,0.0
b3ce4cdf-d34d-4a7d-9127-783ce049a46d,80efee8e-8bc1-4d05-9be5-28c54e63995d,savings,active,2023-04-08,31004.42,JPY,0.0
ed1d672d-28af-4fc6-8548-9677c78b5d2a,80efee8e-8bc1-4d05-9be5-28c54e63995d,savings,closed,2024-07-22,8109.23,JPY,0.0
7793ef80-5e00-4e8e-9d62-79f6c1a988aa,8bc098fc-35b6-4326-9a3d-2b8b16066c6b,loan,active,2024-06-25,27883.91,INR,0.0
d5d7bd82-7572-48a0-8460-d11401dba965,889345f9-653b-4f51-aa27-35fc74d1fec1,savings,dormant,2023-04-06,73718.26,JPY,0.0
f8a4f9c0-eaa8-45bf-9023-a9312f956017,889345f9-653b-4f51-aa27-35fc74d1fec1,loan,dormant,2024-02-05,26791.59,JPY,0.0
ff6e2d29-f7ab-49fc-bd10-464f71d0075b,ec42269a-4ada-4362-9b1b-1ecd44b73007,loan,closed,2023-10-18,28086.76,USD,0.0
1354a075-cad0-4ad1-a9a1-5880e041c5a5,eb71e7ef-0f49-471d-a68a-f6068ba861d0,savings,active,2024-07-08,31683.16,INR,0.0
db2fd670-7ac5-4771-b449-08ca08c8f143,eb71e7ef-0f49-471d-a68a-f6068ba861d0,savings,dormant,2024-07-16,59696.72,INR,0.0
393d368a-07ca-487d-9d0f-bab4de17cd3b,df62905e-5df7-4353-8fd9-4ab0b4202e08,savings,closed,2019-01-21,89631.25,EUR,0.0
d9387fb2-9bea-47bf-8fdd-7f763b73fce7,df62905e-5df7-4353-8fd9-4ab0b4202e08,loan,closed,2017-06-18,7215.82,EUR,0.0
1435d148-0b1d-4474-9211-c0970aa647e1,49b63cd8-8a17-4384-b88a-e5be2d3d1f9d,loan,dormant,2024-05-19,32858.52,USD,0.0
5e09efa4-4d6d-47cc-9242-a369558d578a,49b63cd8-8a17-4384-b88a-e5be2d3d1f9d,savings,closed,2024-04-05,71590.74,USD,0.0
5df66ee1-d986-4e5f-8211-a698c0f13e57,d8e60a6f-2420-4883-b18b-bfb5d165c897,credit card,active,2020-04-05,74171.67,JPY,4492.36
a8e94e84-bb17-4d28-8999-c71932d7a0d9,f05da538-16d4-4bb9-84b5-2dd258852270,checking,active,2023-08-04,31780.13,JPY,0.0
1238cb24-5251-405d-91e6-20fb001634a6,f05da538-16d4-4bb9-84b5-2dd258852270,loan,closed,2024-05-16,28021.82,JPY,0.0
af124ee2-31a3-414f-9ffb-0cd4eb74c7c3,512822c9-0335-4df6-9ce5-0d4878a0c2f5,loan,active,2023-01-12,44397.74,USD,0.0
40e114ac-0dc6-4420-a659-7d5e0e30e50f,b11f7eb0-4719-4fa3-90b3-c06f080a2201,credit card,closed,2020-11-27,73218.84,EUR,39684.18
13382244-96e9-4710-b1ee-f63976814b81,b11f7eb0-4719-4fa3-90b3-c06f080a2201,savings,dormant,2021-12-03,11661.95,EUR,0.0
9ce5f35d-fc2e-43b7-bdf3-f89da49b8e6b,d771b761-c183-44c1-a7d1-d7f9bdd12fc4,savings,dormant,2021-03-17,88871.11,GBP,0.0
b2f98446-46f1-4537-8af2-b502e1b7dc2a,d771b761-c183-44c1-a7d1-d7f9bdd12fc4,checking,active,2022-11-18,27641.89,GBP,0.0
e29c7739-8e67-4d40-ad26-5f60b5106c04,d771b761-c183-44c1-a7d1-d7f9bdd12fc4,loan,active,2022-11-09,9961.36,GBP,0.0
2e2e94b4-f8ac-4b25-9eb8-899d9bd1a0db,71cb6eaa-91ba-41a8-ae45-df8362ceced3,savings,dormant,2022-01-19,74509.5,GBP,0.0
106c65ce-9660-4cd7-a8d4-aa99656cc05d,71cb6eaa-91ba-41a8-ae45-df8362ceced3,credit card,dormant,2018-10-28,66093.95,GBP,23213.76
36a2887b-301e-4b10-b3aa-127118babe1a,71cb6eaa-91ba-41a8-ae45-df8362ceced3,credit card,active,2022-08-10,25546.5,GBP,48232.4
746989ce-0604-4fbc-aeb3-c615ec120fb4,cf6b5e81-eb6f-4f78-a190-fef654dcf9b3,loan,active,2019-02-17,77155.6,GBP,0.0
8036883c-5099-489f-a51b-e4284521a059,cf6b5e81-eb6f-4f78-a190-fef654dcf9b3,savings,active,2023-06-28,84125.62,GBP,0.0
d6906aac-f815-4fd4-9c0a-20fdaa3f90f7,cf6b5e81-eb6f-4f78-a190-fef654dcf9b3,loan,active,2022-05-22,78771.82,GBP,0.0
56e737ea-5786-45e5-b051-357595462b1c,f92decb2-8f92-4060-a3e2-15e27eef29a7,loan,closed,2024-05-30,33702.16,JPY,0.0
1eeabf9a-55b0-4050-8703-6a0aa5054533,f92decb2-8f92-4060-a3e2-15e27eef29a7,credit card,closed,2024-07-13,44099.43,JPY,27317.49
a127bdbd-51cf-46f2-9d7c-61c5230caac8,b933844c-c971-491d-912f-c7ca19e0e5ba,loan,closed,2023-10-13,16448.81,EUR,0.0
9b4630c2-c662-440a-8fb9-22b45441eb4d,03abd1d2-ab43-4670-bd81-3f58ec2a9d12,credit card,dormant,2023-05-18,13569.65,INR,14195.78
f417f938-a856-499a-8ee6-9bc7b794df17,03abd1d2-ab43-4670-bd81-3f58ec2a9d12,loan,closed,2019-01-21,20365.48,INR,0.0
f27ed594-bb4e-4ec9-9857-cd38d809e772,03abd1d2-ab43-4670-bd81-3f58ec2a9d12,savings,dormant,2020-03-27,5412.67,INR,0.0
dec54534-899c-453c-9d9d-772a02a27205,46a404d2-ad22-4ea5-a034-551860209b27,loan,closed,2017-05-31,10232.7,GBP,0.0
00199373-426b-4d90-a48f-e725f0839afc,46a404d2-ad22-4ea5-a034-551860209b27,checking,active,2022-05-15,82229.11,GBP,0.0
91001a72-eec2-4eff-ae7e-94023f718855,b0d1630a-b0cf-4662-8bc9-3e15c76ca850,credit card,closed,2021-09-20,77661.02,USD,30068.8
41d125a8-9ee7-4db8-8c20-0df8e44d6b07,8c894f6f-66ff-402d-ab41-9e2dbac9ef21,checking,closed,2024-04-24,2804.03,JPY,0.0
731b26f5-fad4-4416-9b7c-bad534ce84de,8c894f6f-66ff-402d-ab41-9e2dbac9ef21,savings,closed,2024-06-26,22146.57,JPY,0.0
610fbc46-1b99-4986-a14e-5fd3bb59ebdc,2f6bc4aa-5077-440f-8060-414eb1cfb0d7,credit card,active,2022-04-26,23300.7,USD,40279.99
9b5f58f6-8de8-4f3e-9f7e-80b08fed1b53,2f6bc4aa-5077-440f-8060-414eb1cfb0d7,credit card,closed,2021-06-10,43155.77,USD,7364.73
b7b308fa-2aa3-4d2e-96fe-bc79ae1b79f7,2f6bc4aa-5077-440f-8060-414eb1cfb0d7,loan,dormant,2020-07-07,51296.59,USD,0.0
1f656672-6b00-4c7f-97c4-21534bf5a849,9eedd333-c478-4138-9547-0a2f1362113b,credit card,dormant,2024-06-17,52907.42,GBP,16168.33
78818407-58c3-4533-8394-d4164df3f7e8,9eedd333-c478-4138-9547-0a2f1362113b,loan,closed,2021-08-07,94328.6,GBP,0.0
62817ceb-4a7b-41fc-a880-0b88c931c00b,ba045c2b-505e-4ae8-a7e5-afae560e2ac4,credit card,active,2023-07-18,41204.21,JPY,34169.48
616955cf-03c9-4b34-98df-2d5a6360d42f,ba045c2b-505e-4ae8-a7e5-afae560e2ac4,loan,active,2024-03-31,48456.1,JPY,0.0
a901647b-6c03-4e2e-a798-6c57ca180bbe,93a962a0-76bc-46d1-ab24-0417de4270d3,checking,active,2022-09-11,51545.42,GBP,0.0
2139e5ea-2fcb-4238-91d8-345869451771,93a962a0-76bc-46d1-ab24-0417de4270d3,checking,dormant,2023-02-16,73287.72,GBP,0.0
079ff465-dbe1-4d14-a6ef-6b116af95737,bac60412-ac3a-4399-a574-04eec6205d34,checking,closed,2020-10-28,3243.38,USD,0.0
1ba8f23e-4b56-42b0-aad8-3700c02afe56,bac60412-ac3a-4399-a574-04eec6205d34,savings,active,2021-03-20,78056.39,USD,0.0
bd443825-e3e3-415f-a089-89716b1c986b,ee6c3663-3538-4246-90dc-16d75a039ebc,checking,closed,2016-11-09,75938.72,INR,0.0
6eacefb7-239e-460e-a707-c6ab9c91c07c,9a3fb401-75f5-408c-a739-9c98e113465f,credit card,active,2022-08-21,24656.12,USD,37844.26
d32cadcd-4db8-48ec-9542-a077ed646b36,515db09c-08d8-44f3-b739-8ee0274cd606,savings,active,2020-05-14,673.21,JPY,0.0
1c6c2d0b-afc3-45e0-956e-8ca96728782b,adf09925-03f9-4728-86a2-3e33583b2275,checking,closed,2021-07-01,28678.12,GBP,0.0
7e65cfb3-c3f2-46f0-99a0-e18f9ae06b15,4fb4567b-cb75-4e96-8595-7dc28b3725fa,savings,dormant,2020-11-19,66136.47,JPY,0.0
6ee2a113-c93b-48ae-8990-5b27152f13d5,e6f4c42c-5db0-400b-acfa-cb904a3e1ce4,checking,active,2021-02-06,11651.09,EUR,0.0
55600978-a8b3-4878-9e73-0ee59e166524,e6f4c42c-5db0-400b-acfa-cb904a3e1ce4,credit card,active,2018-10-19,30853.03,EUR,18704.86
3509fc58-399f-45f3-a28e-658b5bbfd84b,8986b821-2c9a-4e01-95be-3100dbfb9b2a,checking,active,2017-06-20,11512.49,EUR,0.0
56446ac2-efc3-476e-8fd1-eda380aa14df,8986b821-2c9a-4e01-95be-3100dbfb9b2a,savings,active,2018-07-12,45293.26,EUR,0.0
17643bcf-7e03-431a-9332-6f029a50de12,2bab995f-4f9a-4e23-85d0-da7b838e156a,credit card,active,2020-02-03,6816.53,EUR,14172.11
ce47d546-defa-4fdb-ab5d-bb610efc627e,2bab995f-4f9a-4e23-85d0-da7b838e156a,checking,closed,2019-09-11,72066.84,EUR,0.0
fc3236c4-ec8d-46e5-9de6-93597d3bb771,2bab995f-4f9a-4e23-85d0-da7b838e156a,loan,closed,2018-03-26,11131.94,EUR,0.0
ceac97ac-0919-421f-a1f0-83bb2a225c6a,b41e3f50-00c1-4463-91af-ce613bbfa64a,checking,closed,2023-03-22,96944.27,GBP,0.0
ae91b693-e47f-42b5-8fcd-52fee6b28bd3,1c538f6f-81f6-475d-a418-5173145847e3,loan,dormant,2024-05-19,49987.9,EUR,0.0
298f0692-c22e-4c02-a2f2-27a9d3fb429c,1c538f6f-81f6-475d-a418-5173145847e3,credit card,dormant,2023-12-11,14219.58,EUR,10968.3
8eb088d8-8578-4ecb-bb6b-a7aee8b8c3de,1c538f6f-81f6-475d-a418-5173145847e3,credit card,dormant,2022-10-07,70564.04,EUR,13698.78
f05a3cc7-b1e8-44ac-8be2-7ea87c7b06ec,d5fba720-2d96-4e53-b107-3027adb98f28,savings,active,2024-02-05,29964.14,GBP,0.0
3a55f7a3-d6cb-4244-9fb8-d8cd07e0ade8,d5fba720-2d96-4e53-b107-3027adb98f28,credit card,active,2024-05-29,76852.37,GBP,8142.18
30f9cd16-d653-4c60-83c5-f74299bd8ad2,f9213bb4-f94f-4dc5-bce1-0f2575358f24,checking,dormant,2019-08-07,43317.39,INR,0.0
a3701b3c-9b66-4120-b780-b067b16012a0,ddaea5ea-ee56-4077-95ec-6132754b12d0,loan,active,2023-01-05,45727.69,GBP,0.0
b5178aa5-c6c6-4022-8135-45d1af097f87,ddaea5ea-ee56-4077-95ec-6132754b12d0,credit card,closed,2023-08-04,11415.53,GBP,12083.82
112631df-b9dd-4742-9b02-953c5deeaaf3,52b421b3-fc12-43e0-9e02-620e08229d9f,loan,dormant,2020-07-16,63347.47,EUR,0.0
4dfef2d4-b6db-45da-862c-124c725a1d9c,52b421b3-fc12-43e0-9e02-620e08229d9f,savings,dormant,2022-12-04,51709.45,EUR,0.0
e78ace48-987b-4b84-af3c-34397488a767,52b421b3-fc12-43e0-9e02-620e08229d9f,loan,dormant,2022-09-30,68491.0,EUR,0.0
1c1a4e3f-f177-48d8-875f-ffe2523b50e1,433bec77-28d4-41f0-954a-c60df0d6f478,savings,dormant,2024-06-14,9612.9,JPY,0.0
9a22e7f6-1630-4053-b830-80055ddae22e,433bec77-28d4-41f0-954a-c60df0d6f478,loan,dormant,2023-05-27,41215.89,JPY,0.0
110b72a4-31e1-4573-96ff-06826adb01a1,433bec77-28d4-41f0-954a-c60df0d6f478,credit card,closed,2023-08-11,43384.21,JPY,47974.98
b54baf43-87bb-4a37-a569-1b46c5a5b14e,331ecc9f-e0ed-4b73-bd0c-ee846f05a9c5,savings,active,2016-02-19,79481.63,USD,0.0
5d7b4df8-e319-4e32-b70f-cec07bb3c310,7c26c1ff-8800-4f19-9a70-077f7a81ea40,credit card,dormant,2023-03-23,12564.83,INR,47754.19
f16e2ff6-8e26-41a4-af64-3822916c97de,d50f8af8-e8a0-49c5-9c0b-46e514dfd965,loan,dormant,2024-05-02,32933.47,INR,0.0
ae260e65-28a0-4e60-85b0-8c80594394c9,d50f8af8-e8a0-49c5-9c0b-46e514dfd965,credit card,dormant,2024-05-24,33321.0,INR,6164.69
b21b5a46-ec0e-4653-82cf-33ebb806d07e,d50f8af8-e8a0-49c5-9c0b-46e514dfd965,credit card,dormant,2023-06-20,17177.29,INR,43961.75
087b521a-e51c-4987-9b02-f78d45bd1320,e4cdf761-c81f-4581-9042-3ce1f6da8d2c,savings,closed,2024-07-26,2430.42,JPY,0.0
103e8461-2bec-4966-9f89-c7ed727b6d4d,8a8e7181-5947-4795-a990-1ed1a94c342d,savings,active,2024-07-31,21969.59,EUR,0.0
a11ecb1c-103c-4de8-b300-30b8b27d5fc2,8a8e7181-5947-4795-a990-1ed1a94c342d,checking,closed,2023-07-25,86669.07,EUR,0.0
6688e471-78b3-4960-9b82-0cf46d419c59,b263a80f-23c9-44ad-9aa9-0251bfc023c7,savings,dormant,2022-03-11,88029.34,USD,0.0
4fad46f9-078f-4bad-82f4-aff94e7a36cc,b263a80f-23c9-44ad-9aa9-0251bfc023c7,checking,closed,2023-10-26,41881.59,USD,0.0
1735f34f-8944-41a6-8a43-93d46d6b66a8,b263a80f-23c9-44ad-9aa9-0251bfc023c7,savings,dormant,2020-11-23,97104.3,USD,0.0
d30536a0-7dc2-42e3-b6fe-df1c7b578815,bf5577dc-5d0c-4528-bae6-34675799f65c,credit card,dormant,2023-10-22,71950.67,EUR,6024.04
58df831b-05ba-4c29-a288-f0f16b7e89e8,bf5577dc-5d0c-4528-bae6-34675799f65c,savings,closed,2024-07-09,3534.15,EUR,0.0
1aa4f797-b529-410a-aadf-1da19e0be6ee,bf5577dc-5d0c-4528-bae6-34675799f65c,credit card,active,2023-03-15,17826.53,EUR,49524.46
ec319194-a513-4d16-868c-33510f27c0f0,40b38f90-df9e-4833-8edf-6a6d3801f73d,credit card,active,2024-05-14,50494.34,INR,8220.0
7d940187-ed52-4cba-b397-05f8d380a290,40b38f90-df9e-4833-8edf-6a6d3801f73d,savings,closed,2020-06-21,99087.75,INR,0.0
62b74ac6-d4a2-4821-ac4c-71896cbcafdb,b097c7c4-2ce5-4dbb-9568-e80a79426143,credit card,active,2023-08-11,61986.78,INR,48888.84
08ea114f-2cef-47f2-a1c0-5a5ded5c390f,4acc5901-ed63-492e-9dd9-210c8c173a03,savings,closed,2024-02-03,37649.31,JPY,0.0
e3cae67f-ba82-40c4-846d-33aa167b0291,4acc5901-ed63-492e-9dd9-210c8c173a03,checking,dormant,2022-10-15,21967.65,JPY,0.0
cac06f06-d4e8-49e2-8f12-f69429df6955,d6b65d93-738f-4130-abec-54ab624db6f4,checking,closed,2024-04-21,18846.72,INR,0.0
425d0b78-c380-4fc7-81fb-845962c15867,c2fc818e-c37e-498d-bd22-0299ce19f32e,checking,active,2018-07-06,94591.59,GBP,0.0
c0ab9877-c205-48a9-8d03-43a9fdb85bb0,c2fc818e-c37e-498d-bd22-0299ce19f32e,savings,active,2022-11-15,13820.8,GBP,0.0
514030a8-6616-428b-bc4b-a58a334f90a2,c2fc818e-c37e-498d-bd22-0299ce19f32e,savings,active,2019-05-11,24544.49,GBP,0.0
1c3473c4-0212-4080-9f21-5374c0c7cc4b,8f0c0445-bce6-4aa6-b701-a978049e4216,credit card,dormant,2023-05-17,72980.07,JPY,36199.06
c60eb645-128b-4444-80d9-87d0793c8488,8f0c0445-bce6-4aa6-b701-a978049e4216,credit card,active,2022-07-06,85732.44,JPY,17109.02
c234ea28-d1a0-4cd2-86d2-12ec7cb5280a,506dc939-61b1-4da5-8f86-8c6b35aa5ff4,credit card,closed,2024-07-15,61998.25,INR,9083.85
127c2301-5b0c-4c89-9ae8-9de2ab47e3ed,506dc939-61b1-4da5-8f86-8c6b35aa5ff4,credit card,dormant,2024-03-25,56587.26,INR,34512.82
54312541-7e66-4430-a5c0-c3da0a66f5ae,a2815042-c781-46ce-a918-efed44bab5fe,checking,dormant,2022-06-27,33108.48,JPY,0.0
1c4494f0-c18b-44e5-b1ac-1d4a65cd925f,a2815042-c781-46ce-a918-efed44bab5fe,loan,dormant,2016-05-27,81030.87,JPY,0.0
54da7613-8238-4b75-a446-9a0e9c2d5cfe,218c1d6a-6541-4a64-9cd6-69b5e178e6a8,loan,closed,2023-11-19,31617.91,INR,0.0
fb13a3f7-2655-464c-b87c-2e9e67c055ac,218c1d6a-6541-4a64-9cd6-69b5e178e6a8,savings,active,2023-05-21,43212.18,INR,0.0
08ce9cc7-a80e-4904-9115-1bdb3771e7f1,0bf8a902-379b-4860-920a-5c6c6a752ff9,savings,active,2023-09-17,30932.82,USD,0.0
f6c456a5-1512-4aec-acf7-7de4b5059550,0bf8a902-379b-4860-920a-5c6c6a752ff9,loan,dormant,2022-07-03,34481.01,USD,0.0
6c949221-58ca-43e5-af50-db5ae8618166,3278a82c-af7c-41ad-9fd6-aedc582d004a,credit card,closed,2021-07-27,71590.88,JPY,17509.44
2239d978-e372-4086-8172-4eb9517b14ce,3278a82c-af7c-41ad-9fd6-aedc582d004a,savings,closed,2020-09-09,56651.48,JPY,0.0
58e54b7e-b5b3-470c-8165-74735a4ac6f6,082f04dc-e85e-486b-a860-4587dc203462,credit card,closed,2022-08-05,36182.87,GBP,14108.56
c7a6dbc3-199e-4483-ba20-9a722906dc9f,082f04dc-e85e-486b-a860-4587dc203462,savings,closed,2021-11-22,9443.77,GBP,0.0
80ff42e6-dd57-4ba1-a99c-c246e2abc47e,082f04dc-e85e-486b-a860-4587dc203462,savings,closed,2020-12-31,11386.6,GBP,0.0
bcb55c11-c346-47a4-b3fb-a998f72df2d0,9e491ec1-b84c-459b-9e12-5de411544edd,savings,active,2022-12-28,24448.2,INR,0.0
1f1df0b0-a0ab-4f43-8d69-91d8e2d6e6dc,9e491ec1-b84c-459b-9e12-5de411544edd,credit card,dormant,2018-05-23,53286.36,INR,36384.58
c629d4ad-86c4-4887-be7b-b94adc05ce44,51f8712c-e38c-4eb5-a9ad-4d08d746f7a5,loan,active,2024-06-01,26557.32,INR,0.0
29b30274-cb17-405e-9367-7f730c875706,3a5a8e27-7e8b-4b22-9d34-74ea5bf2c803,loan,closed,2023-07-27,42234.97,GBP,0.0
953d02a5-fddc-4a57-adf9-cd36ce31863f,dc398ac4-947a-4549-a9a9-e4f7ba6899d1,checking,closed,2016-04-13,97975.38,INR,0.0
811961f1-831d-493e-a727-bfb53f1a6cf3,7d27b63c-6b98-4b68-829a-3d91cbe0dbf3,savings,active,2022-07-16,90833.37,USD,0.0
810431fe-0240-4914-9bf9-ee37fe9a8047,a5c186b8-3da1-4852-abc0-5bd76952ff8d,savings,dormant,2023-02-11,35217.08,INR,0.0
481a57c1-39d5-414a-a171-facce07e59f1,6c52a887-92b5-4d27-8373-8899473a5907,savings,dormant,2023-08-20,54937.38,JPY,0.0
d880c45f-cc5d-4d18-a426-bd0781142873,6c52a887-92b5-4d27-8373-8899473a5907,credit card,closed,2024-02-07,692.77,JPY,40906.5
baafaa6f-2723-4487-8338-e14b4007ef2a,6c52a887-92b5-4d27-8373-8899473a5907,credit card,dormant,2023-06-19,54526.53,JPY,1767.91
26359ee2-743c-407c-9162-1e96a415dcce,778998c2-82d2-4f24-8e83-9ef5034026e0,checking,closed,2016-11-28,76042.21,JPY,0.0
0daebed2-ed41-45ed-b82a-e0ba51f31e9b,778998c2-82d2-4f24-8e83-9ef5034026e0,loan,dormant,2020-10-01,25850.99,JPY,0.0
70b0590c-6ac7-4a01-889e-07b67dee2889,1bf1a201-1060-4a7f-8f71-6796e6166fdd,loan,dormant,2018-05-16,29278.25,JPY,0.0
58af2faf-7a6b-474d-8dc3-6feae140a3d5,1bf1a201-1060-4a7f-8f71-6796e6166fdd,credit card,dormant,2016-01-23,73159.96,JPY,16980.08
549273a4-17ec-400b-8860-59cdb8a3b59d,1bf1a201-1060-4a7f-8f71-6796e6166fdd,savings,closed,2024-02-06,54679.71,JPY,0.0
23f7d2f0-93df-4b4c-a57a-100da3d5285b,cda515d6-b0bb-47fb-8663-8d163304c0fe,credit card,dormant,2016-10-13,53601.56,USD,43378.37
750d60d6-bada-4401-8fdc-94824d55a75d,cda515d6-b0bb-47fb-8663-8d163304c0fe,checking,active,2020-03-12,82451.3,USD,0.0
c230af11-11e5-489a-948b-8a2e1a726297,f82c7ebf-253c-43fa-9c80-770fcb2fd72b,checking,closed,2021-11-26,69323.18,JPY,0.0
2e288e0c-88af-48f0-bb00-5011b5249d66,f82c7ebf-253c-43fa-9c80-770fcb2fd72b,credit card,dormant,2019-02-07,45625.43,JPY,4864.78
f9518567-4083-4f66-a8d1-c382b2384767,f82c7ebf-253c-43fa-9c80-770fcb2fd72b,checking,dormant,2022-04-27,71645.19,JPY,0.0
36c289ee-1a07-4817-b9df-075da57640dc,21e7fd12-aca6-418e-9582-283e2f363c5a,checking,dormant,2022-05-03,71589.93,GBP,0.0
9a5fcc02-f916-40c2-89b9-e0f1a6004fd9,80fca530-5a8c-437c-a4e4-948ff1568b63,loan,closed,2024-07-09,86753.04,JPY,0.0
c6426f3c-ee87-48d8-ac92-d304d635b4e6,32e09379-860b-4430-a576-b025935de16c,savings,dormant,2021-12-08,56866.6,USD,0.0
85c9df8c-31da-473b-bcec-25b2ac9d18b4,32e09379-860b-4430-a576-b025935de16c,credit card,dormant,2024-06-02,81480.45,USD,21609.47
9cf14be4-26b1-4e20-8d74-36bee72894a7,32e09379-860b-4430-a576-b025935de16c,savings,dormant,2022-11-05,55223.2,USD,0.0
6e843604-2766-4b49-9f13-53449ee3316e,aa66cf7b-9dcd-4d5d-82b9-682a7ee39261,credit card,active,2018-06-14,79855.34,EUR,16876.57
d24b0f8b-69ef-4b6a-867c-a3934deea05a,e344dd4d-24ef-4d1f-9a46-990acc1730f9,loan,dormant,2016-09-04,98391.25,INR,0.0
